도서명,저자,출판연도,이미지_URL_L,책_종류,세부_분야,출판연도_정규화
Dust,Hugh Howey,2013,https://images.gr-assets.com/books/1369522849m/17855756.jpg,문과 책,인문/사회/문학,0.9989381470666314
Lone Wolf,Jodi Picoult,2012,https://images.gr-assets.com/books/1347278865m/13547188.jpg,문과 책,인문/사회/문학,0.9986726838332891
Nightmares & Dreamscapes,Stephen King,1993,https://images.gr-assets.com/books/1370950676m/10588.jpg,문과 책,인문/사회/문학,0.9936288823997876
Shadowfever,Karen Marie Moning,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.998407220599947
The Associate,John Grisham,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9978762941332626
Son,Lois Lowry,2012,https://images.gr-assets.com/books/1349952095m/13324841.jpg,문과 책,인문/사회/문학,0.9986726838332891
The Sandman,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015,https://images.gr-assets.com/books/1444878181m/18310944.jpg,문과 책,인문/사회/문학,0.9994690735333156
Blood Song,Anthony  Ryan,2011,https://images.gr-assets.com/books/1421573407m/13569581.jpg,문과 책,인문/사회/문학,0.998407220599947
Rules of Attraction,Simone Elkeles,2010,https://images.gr-assets.com/books/1439792205m/7137775.jpg,문과 책,인문/사회/문학,0.9981417573666047
The Merry Adventures of Robin Hood,Howard Pyle,1883,https://images.gr-assets.com/books/1389006722m/93007.jpg,문과 책,인문/사회/문학,0.9644279267321476
Less Than Zero,Bret Easton Ellis,1985,https://images.gr-assets.com/books/1443060100m/9915.jpg,문과 책,인문/사회/문학,0.9915051765330503
The Book of Negroes,Lawrence Hill,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9973453676665782
كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],"Anonymous, Richard Francis Burton, A.S. Byatt",800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.6769312450225644
Faithful Place,Tana French,2010,https://images.gr-assets.com/books/1291165900m/7093952.jpg,문과 책,인문/사회/문학,0.9981417573666047
Euphoria,Lily King,2014,https://images.gr-assets.com/books/1418788366m/18467802.jpg,문과 책,인문/사회/문학,0.9992036102999735
Rachel's Holiday,Marian Keyes,1997,https://images.gr-assets.com/books/1407709261m/9301.jpg,문과 책,인문/사회/문학,0.9946907353331564
The Caves of Steel,Isaac Asimov,1954,https://images.gr-assets.com/books/1335782224m/41811.jpg,문과 책,인문/사회/문학,0.9832758162994426
"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",Haruki Murakami,1988,https://images.gr-assets.com/books/1443689019m/17800.jpg,문과 책,인문/사회/문학,0.9923015662330767
The Mouse and the Motorcycle,"Beverly Cleary, Louis Darling, Tracy Dockray",1965,https://images.gr-assets.com/books/1348990967m/232109.jpg,문과 책,인문/사회/문학,0.9861959118662067
The Forest of Hands and Teeth,Carrie Ryan,2009,https://images.gr-assets.com/books/1320633297m/3432478.jpg,문과 책,인문/사회/문학,0.9978762941332626
The Elfstones Of Shannara,Terry Brooks,1982,https://images.gr-assets.com/books/1420148388m/189783.jpg,문과 책,인문/사회/문학,0.9907087868330238
Dash & Lily's Book of Dares,"Rachel Cohn, David Levithan",2010,https://images.gr-assets.com/books/1327874609m/7741325.jpg,문과 책,인문/사회/문학,0.9981417573666047
The Luminaries,Eleanor Catton,2013,https://images.gr-assets.com/books/1410524246m/17333230.jpg,문과 책,인문/사회/문학,0.9989381470666314
nan,"Laura Joffe Numeroff, Felicia Bond",1991,https://images.gr-assets.com/books/1384259273m/826584.jpg,문과 책,인문/사회/문학,0.9930979559331032
Velocity,Dean Koontz,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9968144411998938
Barrel Fever,David Sedaris,1994,https://images.gr-assets.com/books/1453273003m/4143.jpg,문과 책,인문/사회/문학,0.99389434563313
Reaper Man,Terry Pratchett,1991,https://images.gr-assets.com/books/1389211958m/34517.jpg,문과 책,인문/사회/문학,0.9930979559331032
Piercing the Darkness,Frank E. Peretti,1989,https://images.gr-assets.com/books/1308796365m/17303.jpg,문과 책,인문/사회/문학,0.9925670294664191
Made to Stick,"Chip Heath, Dan Heath",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9970799044332361
Alive,Piers Paul Read,1974,https://images.gr-assets.com/books/1404247131m/401514.jpg,문과 책,인문/사회/문학,0.9885850809662862
On Beauty,Zadie Smith,2005,https://images.gr-assets.com/books/1495961870m/3679.jpg,문과 책,인문/사회/문학,0.9968144411998938
Battlefield of the Mind,Joyce Meyer,1995,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.994159808866472
Dance Upon The Air,Nora Roberts,2001,https://images.gr-assets.com/books/1263843885m/59829.jpg,문과 책,인문/사회/문학,0.9957525882665252
Castle of Wizardry,David Eddings,1984,https://images.gr-assets.com/books/1421711682m/645023.jpg,문과 책,인문/사회/문학,0.991239713299708
"Lover Avenged, part two",J.R. Ward,2011,https://images.gr-assets.com/books/1289343390m/8492319.jpg,문과 책,인문/사회/문학,0.998407220599947
أحببتك أكثر مما ينبغى,أثير عبدالله النشمي,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9981417573666047
Heat Wave,Richard Castle,2008,https://images.gr-assets.com/books/1257521812m/6566722.jpg,문과 책,인문/사회/문학,0.9976108308999205
kindle paperwhite user's guide 2nd edition,Amazon,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.998407220599947
A Widow for One Year,John Irving,1998,https://images.gr-assets.com/books/1375776653m/4659.jpg,문과 책,인문/사회/문학,0.9949561985664985
Out of the Silent Planet,C.S. Lewis,1938,https://images.gr-assets.com/books/1310984018m/25350.jpg,문과 책,인문/사회/문학,0.9790284045659676
Charlie and the Great Glass Elevator,"Roald Dahl, Quentin Blake",1972,https://images.gr-assets.com/books/1309211607m/6687.jpg,문과 책,인문/사회/문학,0.9880541544996018
If You Give a Pig a Pancake,"Laura Joffe Numeroff, Felicia Bond",1998,https://images.gr-assets.com/books/1384260096m/826585.jpg,문과 책,인문/사회/문학,0.9949561985664985
The Wasp Factory,Iain Banks,1984,https://images.gr-assets.com/books/1434940562m/567678.jpg,문과 책,인문/사회/문학,0.991239713299708
Night Film,Marisha Pessl,2013,https://images.gr-assets.com/books/1363819140m/10112885.jpg,문과 책,인문/사회/문학,0.9989381470666314
nan,Rob Lowe,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.998407220599947
Crazy Rich Asians,Kevin Kwan,2013,https://images.gr-assets.com/books/1364852559m/16085481.jpg,문과 책,인문/사회/문학,0.9989381470666314
Rebel Angels,Libba Bray,2005,https://images.gr-assets.com/books/1333820283m/51428.jpg,문과 책,인문/사회/문학,0.9968144411998938
Bloodfever,Karen Marie Moning,2007,https://images.gr-assets.com/books/1302566396m/344262.jpg,문과 책,인문/사회/문학,0.9973453676665782
Faefever,Karen Marie Moning,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9976108308999205
My Sister's Grave,Robert Dugoni,2014,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9992036102999735
Library of Souls,Ransom Riggs,2015,https://images.gr-assets.com/books/1472783347m/24120519.jpg,문과 책,인문/사회/문학,0.9994690735333156
Howards End,E.M. Forster,1910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9715954340323867
Hellboy,"Mike Mignola, John Byrne",1994,https://images.gr-assets.com/books/1486039246m/102458.jpg,문과 책,인문/사회/문학,0.99389434563313
The Evolution of Mara Dyer,Michelle Hodkin,2012,https://images.gr-assets.com/books/1336663149m/13643567.jpg,문과 책,인문/사회/문학,0.9986726838332891
The Sword of Summer,Rick Riordan,2015,https://images.gr-assets.com/books/1434701340m/15724396.jpg,문과 책,인문/사회/문학,0.9994690735333156
"Le Vicomte de Bragelonne, ou Dix ans plus tard","Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9556676400318557
The Haunting οf Hill House,"Shirley Jackson, Laura   Miller",1959,https://images.gr-assets.com/books/1327871336m/89717.jpg,문과 책,인문/사회/문학,0.9846031324661535
The Rum Diary,Hunter S. Thompson,1998,https://images.gr-assets.com/books/1430534762m/18864.jpg,문과 책,인문/사회/문학,0.9949561985664985
Little Town on the Prairie,"Laura Ingalls Wilder, Garth Williams",1941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9798247942659941
I Capture the Castle,Dodie Smith,1948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9816830368993894
Destined,"P.C. Cast, Kristin Cast",2011,https://images.gr-assets.com/books/1406962311m/7933617.jpg,문과 책,인문/사회/문학,0.998407220599947
Finger Lickin' Fifteen,Janet Evanovich,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9978762941332626
Women,Charles Bukowski,1978,https://images.gr-assets.com/books/1325028693m/38500.jpg,문과 책,인문/사회/문학,0.989646933899655
North and South,John Jakes,1982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9907087868330238
Silver Borne,Patricia Briggs,2010,https://images.gr-assets.com/books/1258762890m/6587387.jpg,문과 책,인문/사회/문학,0.9981417573666047
The Bourne Ultimatum,Robert Ludlum,1990,https://images.gr-assets.com/books/1408928937m/31259.jpg,문과 책,인문/사회/문학,0.9928324926997611
Fool's Errand,Robin Hobb,2001,https://images.gr-assets.com/books/1360508839m/68488.jpg,문과 책,인문/사회/문학,0.9957525882665252
The Young Elites,Marie Lu,2014,https://images.gr-assets.com/books/1407318399m/20821111.jpg,문과 책,인문/사회/문학,0.9992036102999735
Jewels of the Sun,Nora Roberts,1999,https://images.gr-assets.com/books/1388194052m/59810.jpg,문과 책,인문/사회/문학,0.9952216617998408
Τὰ εἰς ἑαυτόν,"Marcus Aurelius, Martin Hammond, Diskin Clay",180,https://images.gr-assets.com/books/1421618636m/30659.jpg,문과 책,인문/사회/문학,0.5123440403504115
Peter and the Starcatchers,"Dave Barry, Ridley Pearson, Greg Call",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,이과 책,자연/공학,0.9965489779665517
Collapse,재레드 다이아몬드,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9965489779665517
Possession,A.S. Byatt,1990,https://images.gr-assets.com/books/1391124124m/41219.jpg,문과 책,인문/사회/문학,0.9928324926997611
Revelations,Melissa de la Cruz,2008,https://images.gr-assets.com/books/1322343073m/2753843.jpg,문과 책,인문/사회/문학,0.9976108308999205
Without Remorse,Tom Clancy,1993,https://images.gr-assets.com/books/1310082706m/19668.jpg,문과 책,인문/사회/문학,0.9936288823997876
Die Traumdeutung,Sigmund Freud,1899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9686753384656226
Ghost Story,Peter Straub,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9899123971329971
The Penultimate Peril,"Lemony Snicket, Brett Helquist",2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9968144411998938
Notes from a Big Country,Bill Bryson,1998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9949561985664985
The End,"Lemony Snicket, Brett Helquist",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9970799044332361
The Liars' Club,Mary Karr,1995,https://images.gr-assets.com/books/1499665766m/14241.jpg,문과 책,인문/사회/문학,0.994159808866472
Dead Ever After,Charlaine Harris,2013,https://images.gr-assets.com/books/1352158186m/15985348.jpg,문과 책,인문/사회/문학,0.9989381470666314
The Illustrated Man,Ray Bradbury,1951,https://images.gr-assets.com/books/1374049820m/24830.jpg,문과 책,인문/사회/문학,0.9824794265994161
Naked,Raine Miller,2010,https://images.gr-assets.com/books/1346136598m/15852756.jpg,문과 책,인문/사회/문학,0.9981417573666047
Annihilation,Jeff VanderMeer,2014,https://images.gr-assets.com/books/1403941587m/17934530.jpg,문과 책,인문/사회/문학,0.9992036102999735
Breathe,Abbi Glines,2011,https://images.gr-assets.com/books/1341120438m/11479285.jpg,문과 책,인문/사회/문학,0.998407220599947
The Runaway Bunny,"Margaret Wise Brown, Clement Hurd",1942,https://images.gr-assets.com/books/1468816103m/58922.jpg,문과 책,인문/사회/문학,0.9800902574993364
The Grand Design,"Stephen Hawking, Leonard Mlodinow",2010,https://images.gr-assets.com/books/1320558363m/8520362.jpg,문과 책,인문/사회/문학,0.9981417573666047
The Innocent Man,John Grisham,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9970799044332361
The Bachman Books,"Richard Bachman, Stephen King",1985,https://images.gr-assets.com/books/1374049003m/10617.jpg,문과 책,인문/사회/문학,0.9915051765330503
Zealot,Reza Aslan,2013,https://images.gr-assets.com/books/1367929567m/17568801.jpg,문과 책,인문/사회/문학,0.9989381470666314
Soul of the Fire,Terry Goodkind,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9952216617998408
Das Herzenhören,"Jan-Philipp Sendker, Kevin Wiliarty",2002,https://images.gr-assets.com/books/1320437247m/11331421.jpg,문과 책,인문/사회/문학,0.9960180514998673
Consider Phlebas,Iain M. Banks,1987,https://images.gr-assets.com/books/1327951890m/8935689.jpg,문과 책,인문/사회/문학,0.9920361029997347
The Magic of Thinking Big,David J. Schwartz,1959,https://images.gr-assets.com/books/1404632064m/759945.jpg,문과 책,인문/사회/문학,0.9846031324661535
The Vampire Armand,Anne Rice,1998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9949561985664985
Forever Too Far,Abbi Glines,2013,https://images.gr-assets.com/books/1368151288m/17337562.jpg,문과 책,인문/사회/문학,0.9989381470666314
A Storm of Swords,George R.R. Martin,2000,https://images.gr-assets.com/books/1353235205m/768889.jpg,문과 책,인문/사회/문학,0.9954871250331829
Le avventure di Pinocchio,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883,https://images.gr-assets.com/books/1327938097m/180617.jpg,문과 책,인문/사회/문학,0.9644279267321476
Grave Mercy,Robin LaFevers,2012,https://images.gr-assets.com/books/1320269319m/9565548.jpg,문과 책,인문/사회/문학,0.9986726838332891
The Power of a Praying Wife,Stormie Omartian,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9944252720998141
Tropic of Cancer,Henry Miller,1934,https://images.gr-assets.com/books/1408753140m/249.jpg,문과 책,인문/사회/문학,0.977966551632599
The Hour I First Believed,Wally Lamb,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9973453676665782
해리 포터,Brian Sibley,2010,https://images.gr-assets.com/books/1464452934m/7952502.jpg,문과 책,인문/사회/문학,0.9981417573666047
Смерть Ивана Ильича,"Leo Tolstoy, Aylmer Maude",1886,https://images.gr-assets.com/books/1336967150m/18386.jpg,문과 책,인문/사회/문학,0.9652243164321741
Circling the Sun,Paula McLain,2015,https://images.gr-assets.com/books/1426531608m/23995231.jpg,문과 책,인문/사회/문학,0.9994690735333156
Travels with Charley,John Steinbeck,1962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.98539952216618
The Dovekeepers,Alice Hoffman,2011,https://images.gr-assets.com/books/1306253903m/10950924.jpg,문과 책,인문/사회/문학,0.998407220599947
The Republic of Thieves,Scott Lynch,2013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9989381470666314
Herr der Diebe,Cornelia Funke,2000,https://images.gr-assets.com/books/1327960342m/113304.jpg,문과 책,인문/사회/문학,0.9954871250331829
World After,Susan Ee,2013,https://images.gr-assets.com/books/1494247697m/12983100.jpg,문과 책,인문/사회/문학,0.9989381470666314
Brother Odd,Dean Koontz,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9970799044332361
Black Like Me,John Howard Griffin,1960,https://images.gr-assets.com/books/1311696842m/42603.jpg,문과 책,인문/사회/문학,0.9848685956994956
Snuff,Chuck Palahniuk,2008,https://images.gr-assets.com/books/1446089918m/1840511.jpg,문과 책,인문/사회/문학,0.9976108308999205
Jack & Jill,James Patterson,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9944252720998141
Saturday,Ian McEwan,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9968144411998938
When the Bough Breaks,Jonathan Kellerman,1985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9915051765330503
The Bridges of Madison County,Robert James Waller,1992,https://images.gr-assets.com/books/1344267141m/83674.jpg,문과 책,인문/사회/문학,0.9933634191664455
Gone Tomorrow,Lee Child,2009,https://images.gr-assets.com/books/1328395497m/4494917.jpg,문과 책,인문/사회/문학,0.9978762941332626
The Sorceress,Michael Scott,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9978762941332626
Bring Up the Bodies,Hilary Mantel,2012,https://images.gr-assets.com/books/1330649655m/13507212.jpg,문과 책,인문/사회/문학,0.9986726838332891
The Maze of Bones,Rick Riordan,2008,https://images.gr-assets.com/books/1385117877m/2921082.jpg,문과 책,인문/사회/문학,0.9976108308999205
How to Cook Everything,Mark Bittman,1998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9949561985664985
트와일라잇,스테파니 메이어,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9973453676665782
Über das Geistige in der Kunst,Wassily Kandinsky,1912,https://images.gr-assets.com/books/1405982387m/857502.jpg,문과 책,인문/사회/문학,0.9721263604990709
Forrest Gump,Winston Groom,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9917706397663923
La Chute,"Albert Camus, Justin O'Brien",1956,https://images.gr-assets.com/books/1467904855m/11991.jpg,문과 책,인문/사회/문학,0.983806742766127
Even Cowgirls Get the Blues,Tom Robbins,1976,https://images.gr-assets.com/books/1336172455m/7572.jpg,문과 책,인문/사회/문학,0.9891160074329706
The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun",1868,https://images.gr-assets.com/books/1403192382m/6138.jpg,문과 책,인문/사회/문학,0.9604459782320149
Se una notte d'inverno un viaggiatore,"Italo Calvino, William Weaver",1979,https://images.gr-assets.com/books/1355316130m/374233.jpg,문과 책,인문/사회/문학,0.9899123971329971
Son of a Witch,"Gregory Maguire, Douglas Smith",2004,https://images.gr-assets.com/books/1370992595m/13521.jpg,문과 책,인문/사회/문학,0.9965489779665517
On Chesil Beach,Ian McEwan,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9973453676665782
"""M"" is for Malice",Sue Grafton,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9944252720998141
Point of Origin,Patricia Cornwell,1998,https://images.gr-assets.com/books/1399629118m/6531.jpg,문과 책,인문/사회/문학,0.9949561985664985
"Sarah, Plain and Tall",Patricia MacLachlan,1985,https://images.gr-assets.com/books/1327254558m/106264.jpg,문과 책,인문/사회/문학,0.9915051765330503
عزازيل,يوسف زيدان,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9976108308999205
Bloodsucking Fiends,Christopher Moore,1995,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.994159808866472
Squirrel Seeks Chipmunk,"David Sedaris, Ian Falconer",2010,https://images.gr-assets.com/books/1279831428m/7857195.jpg,문과 책,인문/사회/문학,0.9981417573666047
The Gifts of Imperfection,Brené Brown,2010,https://images.gr-assets.com/books/1369092544m/7015403.jpg,문과 책,인문/사회/문학,0.9981417573666047
Commonwealth,Ann Patchett,2016,https://images.gr-assets.com/books/1483278132m/28214365.jpg,문과 책,인문/사회/문학,0.9997345367666579
The Van Alen Legacy,Melissa de la Cruz,2009,https://images.gr-assets.com/books/1343251719m/6267237.jpg,문과 책,인문/사회/문학,0.9978762941332626
Blueberries for Sal,Robert McCloskey,1948,https://images.gr-assets.com/books/1363586056m/133526.jpg,문과 책,인문/사회/문학,0.9816830368993894
Losing Hope,Colleen Hoover,2013,https://images.gr-assets.com/books/1368348507m/17340050.jpg,문과 책,인문/사회/문학,0.9989381470666314
Lisey's Story,Stephen King,2006,https://images.gr-assets.com/books/1316346037m/10566.jpg,문과 책,인문/사회/문학,0.9970799044332361
Proof of Heaven,Eben Alexander,2012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9986726838332891
Men at Arms,Terry Pratchett,1993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9936288823997876
The Year of Living Biblically,A.J. Jacobs,2007,https://images.gr-assets.com/books/1327977486m/495395.jpg,문과 책,인문/사회/문학,0.9973453676665782
God Emperor of Dune,Frank Herbert,1981,https://images.gr-assets.com/books/1327131560m/42432.jpg,문과 책,인문/사회/문학,0.9904433235996815
nan,Emily Giffin,2014,https://images.gr-assets.com/books/1387399626m/18465657.jpg,문과 책,인문/사회/문학,0.9992036102999735
The Valley of Horses,Jean M. Auel,1982,https://images.gr-assets.com/books/1324059760m/40493.jpg,문과 책,인문/사회/문학,0.9907087868330238
Six Years,Harlan Coben,2013,https://images.gr-assets.com/books/1348406182m/15811568.jpg,문과 책,인문/사회/문학,0.9989381470666314
Ramona the Pest,Beverly Cleary,1968,https://images.gr-assets.com/books/1408926719m/78039.jpg,문과 책,인문/사회/문학,0.9869923015662332
"Night World, No. 2",L.J. Smith,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9976108308999205
Geek Love,Katherine Dunn,1989,https://images.gr-assets.com/books/1366699063m/13872.jpg,문과 책,인문/사회/문학,0.9925670294664191
nan,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.3581099017786037
All the King’s Men,Robert Penn Warren,1946,https://images.gr-assets.com/books/1342193852m/5527.jpg,문과 책,인문/사회/문학,0.9811521104327052
Girls in Pants,Ann Brashares,2005,https://images.gr-assets.com/books/1320473346m/5452.jpg,문과 책,인문/사회/문학,0.9968144411998938
The Woods,Harlan Coben,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9973453676665782
New Spring,Robert Jordan,2004,https://images.gr-assets.com/books/1328959234m/187065.jpg,문과 책,인문/사회/문학,0.9965489779665517
The Litigators,John Grisham,2011,https://images.gr-assets.com/books/1320434601m/11600163.jpg,문과 책,인문/사회/문학,0.998407220599947
Min mormor hälsar och säger förlåt,"Fredrik Backman, Henning Koch",2013,https://images.gr-assets.com/books/1461904020m/23604559.jpg,문과 책,인문/사회/문학,0.9989381470666314
American Assassin,Vince Flynn,2010,https://images.gr-assets.com/books/1425389574m/7959473.jpg,문과 책,인문/사회/문학,0.9981417573666047
Daring Greatly,Brené Brown,2012,https://images.gr-assets.com/books/1337110319m/13588356.jpg,문과 책,인문/사회/문학,0.9986726838332891
Burial Rites,Hannah Kent,2013,https://images.gr-assets.com/books/1384207446m/17333319.jpg,문과 책,인문/사회/문학,0.9989381470666314
Fingersmith,Sarah Waters,2002,https://images.gr-assets.com/books/1327879025m/45162.jpg,문과 책,인문/사회/문학,0.9960180514998673
A Year in Provence,Peter Mayle,1989,https://images.gr-assets.com/books/1494896848m/40189.jpg,문과 책,인문/사회/문학,0.9925670294664191
The Miraculous Journey of Edward Tulane,"Kate DiCamillo, Bagram Ibatoulline",2000,https://images.gr-assets.com/books/1361121815m/37186.jpg,문과 책,인문/사회/문학,0.9954871250331829
The Last Letter From Your Lover,Jojo Moyes,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9976108308999205
Gorky Park,Martin Cruz Smith,1981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9904433235996815
The House Girl,Tara Conklin,2013,https://images.gr-assets.com/books/1348172541m/15781725.jpg,문과 책,인문/사회/문학,0.9989381470666314
Out of the Dust,Karen Hesse,1997,https://images.gr-assets.com/books/1328867076m/25346.jpg,문과 책,인문/사회/문학,0.9946907353331564
Queen of Babble,Meg Cabot,2006,https://images.gr-assets.com/books/1371049249m/23219.jpg,문과 책,인문/사회/문학,0.9970799044332361
The Third Wheel,Jeff Kinney,2012,https://images.gr-assets.com/books/1366229038m/13563669.jpg,문과 책,인문/사회/문학,0.9986726838332891
Code Name Verity,Elizabeth Wein,2012,https://images.gr-assets.com/books/1388161911m/11925514.jpg,문과 책,인문/사회/문학,0.9986726838332891
Burned,Ellen Hopkins,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,문과 책,인문/사회/문학,0.9970799044332361
